"","year","month","day","site","ipa","station","org_type","tax_group","species","species_count","mean_length_mm"
"959","2019","08","22","EDG","Restored",2,"Pelagic invertebrate","Jellyfish","Ctenophore",15,0
"960","2019","09","05","FAM","Armored",0,NA,NA,"none",1,0
"961","2019","09","05","FAM","Armored",1,"Pelagic Invertebrate","Jellyfish","Ctenophore",1,0
"962","2019","09","05","FAM","Armored",2,"Fish","Stichaeid","Stickleback",1,41
"963","2019","09","05","FAM","Armored",2,"Pelagic Invertebrate","Jellyfish","Ctenophore",2,0
"964","2019","09","05","FAM","Natural",0,"Fish","Forage Fish","Surf Smelt",1,77
"965","2019","09","05","FAM","Natural",0,"Pelagic Invertebrate","Jellyfish","Ctenophore",5,0
"966","2019","09","05","FAM","Natural",1,NA,NA,"none",1,0
"967","2019","09","05","FAM","Natural",2,"Fish","Stichaeid","Stickleback",4,39.25
"968","2019","09","05","FAM","Natural",2,"Pelagic Invertebrate","Jellyfish","Redeyed Medusa Jelly",1,0
"969","2019","09","05","FAM","Restored",0,NA,NA,"none",1,0
"970","2019","09","05","FAM","Restored",1,NA,NA,"none",1,0
"971","2019","09","05","FAM","Restored",2,NA,NA,"none",1,0
"972","2019","09","05","TUR","Armored",0,"Fish","Perch","Shiner Perch",20,78.35
"973","2019","09","05","TUR","Armored",1,NA,NA,"none",1,0
"974","2019","09","05","TUR","Armored",2,NA,NA,"none",1,0
"975","2019","09","05","TUR","Natural",0,"Benthic Invertebrate","Decapod","Green Shrimp",4,0
"976","2019","09","05","TUR","Natural",1,NA,NA,"none",1,0
"977","2019","09","05","TUR","Natural",2,NA,NA,"none",1,0
"978","2019","09","05","TUR","Restored",0,NA,NA,"none",1,0
"979","2019","09","05","TUR","Restored",1,NA,NA,"none",1,0
"980","2019","09","05","TUR","Restored",2,NA,NA,"none",1,0
"981","2019","09","06","COR","Armored",0,"Fish","Perch","Shiner Perch",66,20.2424242424242
"982","2019","09","06","COR","Armored",1,"Pelagic Invertebrate","Jellyfish","Ctenophore",4,0
"983","2019","09","06","COR","Armored",2,"Pelagic Invertebrate","Jellyfish","Ctenophore",3,0
"984","2019","09","06","COR","Natural",0,"benthic Invertebrate","Decapod","Green Shrimp",2,0
"985","2019","09","06","COR","Natural",0,"Benthic Invertebrate","Decapod","Kelp Crab",1,10
"986","2019","09","06","COR","Natural",0,"Fish","Perch","Shiner Perch",6,98.1666666666667
"987","2019","09","06","COR","Natural",0,"Pelagic Invertebrate","Jellyfish","Ctenophore",1,0
"988","2019","09","06","COR","Natural",1,"Fish","Cottidae","Irish Lord",1,35
"989","2019","09","06","COR","Natural",1,"Fish","Forage Fish","Surf Smelt",2,139
"990","2019","09","06","COR","Natural",1,"Fish","Perch","Shiner Perch",21,64.1428571428571
"991","2019","09","06","COR","Natural",1,"Fish","Pholidae","Crescent Gunnel",1,92
"992","2019","09","06","COR","Natural",2,"Pelagic Invertebrate","Jellyfish","Ctenophore",2,0
"993","2019","09","06","COR","Restored",0,"benthic Invertebrate","Decapod","Dungeness Crab",3,90
"994","2019","09","06","COR","Restored",0,"Fish","Cottidae","Staghorn Sculpin",1,116
"995","2019","09","06","COR","Restored",0,"Fish","Flatfish","Speckled Sand Dab",1,130
"996","2019","09","06","COR","Restored",0,"Fish","Stichaeid","Snake Prickleback",1,160
"997","2019","09","06","COR","Restored",1,"Benthic Invertebrate","Decapod","Green Shrimp",1,0
"998","2019","09","06","COR","Restored",1,"Fish","Perch","Shiner Perch",21,68.8571428571429
"999","2019","09","06","COR","Restored",1,"Fish","Perch","Striped Perch",2,122
"1000","2019","09","06","COR","Restored",1,"Fish","Pholidae","Saddleback Gunnel",2,93.5
"1001","2019","09","06","COR","Restored",1,"Pelagic Invertebrate","Gastropod","Melibe",4,0
"1002","2019","09","06","COR","Restored",2,"Benthic Invertebrate","Decapod","Green Shrimp",1,0
"1003","2019","09","06","COR","Restored",2,"Pelagic Invertebrate","Jellyfish","Ctenophore",1,0
"1004","2019","09","13","EDG","Armored",0,"Fish","Stichaeid","Stickleback",4,34.5
"1005","2019","09","13","EDG","Armored",1,"Pelagic invertebrate","Jellyfish","Ctenophore",1,0
"1006","2019","09","13","EDG","Armored",2,"Fish","Stichaeid","Stickleback",3,54.3333333333333
"1007","2019","09","13","EDG","Natural",0,"Fish","Perch","Shiner Perch",21,66.9047619047619
"1008","2019","09","13","EDG","Natural",0,"Fish","Stichaeid","Stickleback",1,38
"1009","2019","09","13","EDG","Natural",0,"Pelagic invertebrate","Jellyfish","Ctenophore",36,0
"1010","2019","09","13","EDG","Natural",1,"Pelagic invertebrate","Jellyfish","Ctenophore",31,0
"1011","2019","09","13","EDG","Natural",1,"Pelagic invertebrate","Jellyfish","Moon Jelly",1,0
"1012","2019","09","13","EDG","Natural",2,"Pelagic invertebrate","Jellyfish","Ctenophore",31,0
"1013","2019","09","13","EDG","Natural",2,"Pelagic invertebrate","Jellyfish","Moon Jelly",1,0
"1014","2019","09","13","EDG","Restored",0,"Fish","Flatfish","Starry Flounder",1,290
"1015","2019","09","13","EDG","Restored",0,"Fish","Perch","Shiner Perch",444,3.3963963963964
"1016","2019","09","13","EDG","Restored",0,"Fish","Stichaeid","Stickleback",1,35
"1017","2019","09","13","EDG","Restored",0,"Fish","Sygnathid","Pipefish",1,130
"1018","2019","09","13","EDG","Restored",1,NA,NA,"none",1,0
"1019","2019","09","13","EDG","Restored",2,NA,NA,"none",1,0
"1020","2019","09","30","DOK","Armored",0,"Pelagic invertebrate","Jellyfish","Moon Jelly",2,0
"1021","2019","09","30","DOK","Armored",1,NA,NA,"none",1,0
"1022","2019","09","30","DOK","Armored",2,NA,NA,"none",1,0
"1023","2019","09","30","DOK","Natural",0,"Pelagic invertebrate","Jellyfish","Moon Jelly",2,0
"1024","2019","09","30","DOK","Natural",1,NA,NA,"none",1,0
"1025","2019","09","30","DOK","Natural",2,"Pelagic invertebrate","Jellyfish","Moon Jelly",78,0
"1026","2019","09","30","DOK","Restored",0,"Pelagic invertebrate","Jellyfish","Moon Jelly",1,0
"1027","2019","09","30","DOK","Restored",1,NA,NA,"none",1,0
"1028","2019","09","30","DOK","Restored",2,NA,NA,"none",1,0
"1029","2019","09","30","SHR","Armored",0,NA,NA,"none",1,0
"1030","2019","09","30","SHR","Armored",1,NA,NA,"none",1,0
"1031","2019","09","30","SHR","Armored",2,NA,NA,"none",1,0
"1032","2019","09","30","SHR","Natural",0,"Benthic Invertebrate","Decapod","Kelp Crab",1,55
"1033","2019","09","30","SHR","Natural",0,"Fish","Perch","Shiner Perch",12,75.9166666666667
"1034","2019","09","30","SHR","Natural",1,NA,NA,"none",1,0
"1035","2019","09","30","SHR","Natural",2,NA,NA,"none",1,0
"1036","2019","09","30","SHR","Restored",0,NA,NA,"none",1,0
"1037","2019","09","30","SHR","Restored",1,"Fish","Sygnathid","Tube Snout",60,39.8666666666667
"1038","2019","09","30","SHR","Restored",2,NA,NA,"none",1,0
